price,number_of_rooms,size_of_the_apartment,floor_number,address,description
339.0,2,40.0,1,Poznań Centrum Garbary Stare Miasto Starówka ul. Szewska,
344.14099999999996,2,54.47,8,Poznań Winogrady ul. Hawelańska,
175.0,1,32.0,10,Poznań Grunwald Centrum Górczyn Łazarz Ogrody ul. Galileusza - Ładny Układ!!!,
456.19199999999995,3,76.8,4,Poznań Grunwald ul. Kamiennogórska,
313.572,2,54.27,4,Poznań Nowe Miasto ul. Ul. Milczańska 1,
270.0,2,47.2,1,Poznań Rataje ul. Os. Rzeczypospolitej,
289.0,3,54.0,1,Poznań Rataje ul. Os.Jagiellońskie,
293.181,2,42.49,3,Poznań Stare Miasto Winogrady, trzecie
285.0,3,64.0,1,Poznań Piątkowo ul. Os. Bolesława Chrobrego,
285.0,3,47.0,1,Poznań Piątkowo ul. Królewska,
260.226,2,42.66,4,Poznań Wilda ul. Rolna 37 I 39,
169.0,2,50.0,3,Poznań Wilda, trzecie
490.0,4,72.4,1,Poznań Naramowice Piątkowo Morasko ul. Jasna Rola Z Tarasem!,
329.0,3,70.0,11,Poznań Stare Miasto Piątkowo Os. B. Chrobrego ul. Os. B. Chrobrego,
296.56,3,49.71,3,Poznań Winogrady ul. Hawelańska, trzecie
260.0,2,43.0,2,Poznań Grunwald Centrum Łazarz Ogrody Górczyn ul. Kuźnicza - Polecam!!!, drugie piÄ™tro 
177.76,2,40.4,1,Poznań Wilda Wilda ul. Kosińskiego,
280.0,2,57.1,3,Poznań Centrum ul. Rybaki, trzecie
375.0,2,62.4,1,Poznań Stare Miasto ul. Czapla,
275.0,3,47.0,3,Poznań ul. Os. Bohaterów Ii Wojny Światowej, trzecie
402.0,3,67.0,2,Poznań Ogrody, drugie piÄ™tro 
270.0,1,34.0,10,Poznań Stare Miasto Winogrady ul. Os. Zwycięstwa,
459.0,3,64.4,2,Poznań Naramowice ul. Błażeja, drugie piÄ™tro 
625.0,4,120.0,1,Poznań ul. Saperska,
259.0,3,53.5,1,Poznań Rataje ul. Os. Czecha,
374.775,3,65.75,3,Poznań Wilda ul. Rolna 37 I 39, trzecie
200.0,1,36.7,1,Poznań Strzeszyn ul. Biskupińska,
219.0,2,49.0,2,Poznań Łazarz ul. Ciche I Słoneczne W Oficynie Blisko Mtp, drugie piÄ™tro 
750.0,3,108.2,3,Poznań ul. Wojskowa, trzecie
299.0,3,51.53,2,Poznań Górczyn ul. Daleka, drugie piÄ™tro 
259.0,4,74.78,1,Poznań Czapury,
182.0,1,31.0,1,Poznań Wilda Centrum Rataje Dębiec ul. Dolina,
325.0,2,50.0,2,Poznań Jeżyce ul. Nowy Świat Ogrody Jeżyce, drugie piÄ™tro 
360.0,2,56.5,1,Poznań Centrum Stare Miasto ul. Strzałowa Rybaki Długa,
436.51800000000003,3,71.69,2,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm, drugie piÄ™tro 
290.0,3,64.0,1,Poznań Grunwald Łazarz ul. Łukaszewicza,
310.0,3,48.0,1,Poznań Stare Miasto ul. Os. Pod Lipami,
402.0,3,67.0,2,Poznań Jeżyce, drugie piÄ™tro 
329.0,3,67.0,9,Poznań Rataje ul. Stare Żegrze,
276.095,1,41.0,4,Poznań Wilda Centrum ul. Chwiałkowskiego Wierzbięcice,
330.0,2,55.0,1,Poznań Naramowice ul. Bolka Ogród,
235.582,2,38.62,2,Poznań Winogrady ul. Lechicka Okolice, drugie piÄ™tro 
419.0,3,64.77,2,Poznań Naramowice ul. Mieszkanie W Wysokim Standardzie, drugie piÄ™tro 
274.9,2,50.0,11,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego,
235.0,2,40.0,5,Poznań Grunwald Jeżyce Ogrody Łazarz ul. Morawskiego Ul.,
280.0,2,42.4,2,Poznań Zieliniec ul. Świętowidzka, drugie piÄ™tro 
340.0,3,60.0,4,Poznan Centrum ul. Fredry,
215.175,2,37.75,1,Poznań Wilda ul. Rolna 37 I 39,
211.28799999999998,1,37.73,1,Poznań ul. Karpia 25,
287.0,2,51.53,3,Poznań Jeżyce ul. Dąbrowskiego, trzecie
676.0,3,104.0,2,Poznań Centrum ul. Kopernika, drugie piÄ™tro 
279.0,3,47.0,3,Poznań Rataje Wilda Zawady Centrum ul. Bohaterów Ii Wojny Światowej Os., trzecie
397.897,3,55.65,1,Poznań Grunwald ul. Bukowska / Grochowska,
202.274,2,32.89,1,Poznań Winogrady ul. Hawelańska,
385.0,4,90.0,1,Poznań ul. Os. Dębina,
289.0,2,46.0,3,Poznań Piątkowo ul. Stefana Batorego, trzecie
264.903,2,37.52,1,Poznań Wilda ul. Rolna 37 I 39,
348.406,3,60.07,1,Poznań Wilda ul. Rolna 37 I 39,
460.0,3,69.0,3,Poznań Naramowice, trzecie
390.0,3,65.4,3,Poznań Nowe Miasto ul. Pobiedziska Malta, trzecie
149.0,1,18.0,8,Poznań Stare Miasto ul. Bonin,
380.0,3,91.3,2,Poznań Piątkowo ul. Stróżyńskiego, drugie piÄ™tro 
357.18,3,59.53,3,Poznań Piątkowo ul. Kurpińskiego, trzecie
324.0,3,70.0,4,Poznań Centrum Łazarz Grunwald ul. Limanowskiego,
215.0,2,47.0,1,Poznań Łazarz Grunwald Centrum ul. Załęże,
250.0,2,50.0,10,Poznań Piątkowo ul. Os.Bolesława Chrobrego,
315.0,4,73.6,2,Poznań Rataje ul. Rataje Os. Stare Żegrze Atrakcyjne, drugie piÄ™tro 
320.0,3,70.0,8,Poznań Rataje Zawady Centrum Jeżyce ul. Orła Białego Os.,
335.0,2,38.0,1,Poznań Rataje Polanka Malta Starołęka ul. Milczańska,
299.0,3,53.0,4,Poznań Grunwald ul. Swoboda,
275.0,3,64.0,4,Poznań Stare Miasto Piątkowo ul. Jana Iii Sobieskiego,
459.0,3,74.0,3,Poznań Centrum, trzecie
280.0,2,41.0,5,Poznań Poznań-Wilda,
465.0,4,77.49,1,Poznań Stare Miasto ul. Strzeszyńska,
299.0,2,48.0,2,Poznań Grunwald Jeżyce Centrum Sołacz ul. Osobna Kuchnia Uniwersytet Medyczny, drugie piÄ™tro 
450.0,5,92.0,1,Poznań Rataje ul. Os. Przemysława,
185.0,2,37.5,10,Poznań Dębiec ul. Św. Szczepana,
339.0,2,73.0,5,Poznań Grunwald,
390.2,4,68.94,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
247.0,1,41.0,2,Poznań Winogrady ul. Żniwna - Atrakcyjna Lokalizacja!, drugie piÄ™tro 
292.76099999999997,2,46.47,6,Poznań Winogrady ul. Hawelańska,
168.0,1,30.0,8,Poznań Rataje Żegrze Antoninek,
350.0,2,56.0,2,Poznań Stare Miasto Piątkowo, drugie piÄ™tro 
236.16,2,38.4,3,Poznań Winogrady ul. Hawelańska, trzecie
250.0,2,44.0,1,Poznań Nowe Miasto ul. Małachowskiego Tomickiego Śródka Zawad,
335.029,3,59.72,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
191.0,2,45.0,2,Poznań Grunwald ul. Raszyńska, drugie piÄ™tro 
311.92,3,55.7,3,Poznań Rataje ul. Bnińska, trzecie
182.0,2,46.0,3,Poznań Dębiec Wilda Niski Blok Okazja!!! ul. Azaliowa, trzecie
199.9,1,31.0,4,Poznań Stare Miasto ul. Stare Miasto,
320.0,3,62.0,3,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego, trzecie
320.0,3,62.0,1,Poznań Grunwald,
339.0,2,59.07,3,Poznań Naramowice ul. Naramowicka /Łokietka, trzecie
258.0,2,51.8,3,Poznań Centrum ul. Św. Marcin Ratajczaka Centrum, trzecie
178.0,2,49.0,3,Poznań Grunwald Ogrody Centrum Górczyn Z Balkone ul. Przybyszewskiego, trzecie
330.055,3,60.01,1,Poznań Jeżyce ul. Polna 28,
172.155,1,24.94,4,Poznań Centrum ul. Wielka,
642.592,3,44.76,3,Poznań Stare Miasto ul. Dominikańska, trzecie
462.858,3,70.13,1,Poznań Grunwald ul. Heweliusza / Palacza,
325.0,3,64.0,4,Poznań Piątkowo,
395.0,3,76.0,3,Poznań Jeżyce ul. Przybyszewskiego, trzecie
456.0,2,58.0,1,Poznań Winogrady ul. Dobrogiejskiego,
293.44,2,45.85,7,Poznań Piątkowo ul. Kurpińskiego,
245.812,2,40.63,1,Poznań Winogrady ul. Hawelańska,
220.352,1,34.43,3,Poznań Łazarz ul. Kasprzaka 13, trzecie
174.0,2,49.0,1,Poznań Łazarz ul. Mottego,
85.0,1,37.0,3,Poznań Nowe Miasto ul. Folwarczna, trzecie
349.0,1,27.0,1,Poznań Wilda ul. Kosińskiego,
255.465,2,40.55,7,Poznań Winogrady ul. Hawelańska,
499.722,3,51.07,1,Poznań Grunwald ul. Heweliusza 3,
239.0,2,37.0,3,Poznań Wilda Łazarz Centrum Grunwald ul. Kosińskiego, trzecie
269.07,2,45.0,3,Poznań Jeżyce ul. Jackowskiego, trzecie
335.0,3,59.0,1,Poznań Wilda,
325.0,4,70.0,2,Poznań Stare Miasto ul. Os. Bolesława Śmiałego, drugie piÄ™tro 
270.0,2,46.0,1,Poznań Górczyn ul. Rejon Głogowskiej,
280.29900000000004,3,47.03,5,Poznań Nowe Miasto ul. Smolna 13 D,
175.0,2,39.7,1,Poznań Centrum ul. Św.Marcin,
590.0,4,150.0,3,Poznań Jeżyce Grunwald Łazarz ul. Matejki, trzecie
279.0,3,78.0,3,Poznań Centrum Stare Miasto ul. Strzałowa Rybaki Długa, trzecie
371.0,3,47.0,2,Poznań Łazarz ul. Grottgera 15/19, drugie piÄ™tro 
216.21599999999998,1,32.76,1,Poznań Jeżyce ul. Polna 28,
184.0,1,33.51,4,Poznań Stare Miasto ul. Piaskowa,
470.0,3,70.0,4,Poznań Poznań-Jeżyce,
289.0,3,47.0,1,Poznań Rataje Malta Chartowo Śródka Starołęk ul. Armii Krajowej,
257.0,2,63.0,2,Poznań Wilda ul. Sikorskiego, drugie piÄ™tro 
177.0,1,31.0,10,Poznań Grunwald ul. Galileusza,
249.0,2,47.0,11,Poznań Winogrady ul. Os.Wichrowe Wzgórze,
267.626,2,45.67,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
264.384,2,45.9,5,Poznań Nowe Miasto ul. Smolna 13 D,
157.0,1,31.0,7,Poznań Grunwald,
315.0,3,59.0,4,Poznań Piątkowo ul. Os.Śmiałego,
255.0,3,48.0,4,Poznań Sołacz Piątkowo Winogrady ul. Kosmonautów Os.,
278.0,3,60.0,2,Poznań Poznań-Nowe Miasto ul. Falista, drugie piÄ™tro 
355.0,4,74.0,1,Poznań ul. Os. Bolesława Chrobrego,
239.0,2,84.0,1,Poznań Centrum Stare Miasto ul. Kantaka Św. Marcin 27 Grudnia,
450.0,4,102.3,2,Poznań Łazarz ul. Sczanieckiej Poddasze Do Adaptacji, drugie piÄ™tro 
349.99,3,79.9,16,Poznań Stare Miasto Piątkowo ul. Osiedle Bolesława Śmiałego,
364.981,3,71.52,2,Poznań Centrum, drugie piÄ™tro 
349.0,4,65.0,1,Poznań Winogrady Piątkowo Sołacz ul. Kosmonautów Os.,
279.0,3,45.0,1,Poznań Grunwald Górczyn Centrum ul. Poranek,
300.018,2,48.39,4,Poznań Winogrady ul. Hawelańska,
227.774,2,37.34,4,Poznań Wilda ul. Rolna 37 I 39,
665.26,4,107.3,1,Poznań Grunwald ul. Barwicka 14,
200.025,1,31.75,6,Poznań Piątkowo ul. Kurpińskiego,
229.0,2,50.7,3,Poznań Jeżyce Ogrody ul. Dąbrowskiego Mdm!, trzecie
419.0,3,78.48,1,Poznań Nowe Miasto ul. Ul. Milczańska 1,
320.0,3,64.7,3,Poznań Winiary ul. Powstańców Warszawy, trzecie
390.0,4,130.1,1,Poznań Wilda ul. Wybickiego,
269.0,2,46.7,1,Poznań Naramowice Piątkowo Osiedle Howella ul. Naramowicka,
322.796,2,52.9,1,Poznań Grunwald ul. Kamiennogórska,
225.0,2,43.0,1,Poznań Rataje ul. Os. Piastowskie,
240.0,2,49.0,1,Poznań Grunwald ul. Mgielna,
265.0,3,67.0,1,Poznań Łazarz Centrum Wilda Górczyn Grunwald ul. Łukaszewicza - Mieszkanie Z Balkonem!!!,
244.0,2,54.0,1,Poznań ul. Władysława Sikorskiego,
207.0,2,38.0,2,Poznań Grunwald Górczyn Łazarz ul. Bułgarska Ul, drugie piÄ™tro 
160.0,1,29.0,1,Poznań Grunwald Łazarz,
285.0,3,73.9,2,Poznań Antoninek ul. Mścibora, drugie piÄ™tro 
359.0,3,68.0,1,Poznań Winogrady,
229.0,2,41.0,2,Poznań Grunwald Jeżyce ul. Ul. Smoluchowskiego, drugie piÄ™tro 
259.0,2,47.7,2,Poznań Jeżyce ul. Polna, drugie piÄ™tro 
234.0,2,41.75,3,Poznań Stare Miasto ul. Piaskowa, trzecie
349.0,2,64.0,2,Poznań Rataje ul. Os. Św. Rocha, drugie piÄ™tro 
315.0,2,58.07,3,Poznań Grunwald/Łazarz ul. Głogowska, trzecie
194.877,1,33.03,1,Poznań Winogrady ul. Hawelańska Lechicka,
376.23199999999997,3,66.9,1,Poznań Naramowice ul. Błażeja,
192.15,1,30.5,5,Poznań Winogrady ul. Hawelańska Lechicka,
374.906,3,67.1,1,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak Program Mieszkanie Dla Młodych,
220.976,2,39.46,1,Poznań Wilda ul. Rolna 37 I 39,
435.0,4,92.7,2,Poznań Jeżyce ul. Dąbrowskiego, drugie piÄ™tro 
299.0,3,62.0,10,Poznań Rataje ul. Os. Rusa,
210.0,3,54.0,1,Poznań Głuszyna,
330.0,3,85.1,3,Poznań Centrum ul. Głogowska, trzecie
330.0,4,74.5,1,Poznań Dębiec,
691.21,4,106.34,2,Poznań Poznań-Wilda ul. Św. Czesława, drugie piÄ™tro 
310.0,3,58.0,7,Poznań Nowe Miasto,
225.0,1,30.0,1,Poznań Rataje Nowe Miasto Centrum. ul. Os. Piastowskie,
366.0,2,53.72,3,Poznań Nowe Miasto ul. Smolna, trzecie
219.0,2,46.0,4,Poznań ul. Jaworowa Dopłata Mdm,
320.698,3,54.13,1,Poznań Piątkowo ul. Kurpińskiego,
380.1,3,60.68,7,Poznań Winogrady ul. Hawelańska,
188.11,1,33.5,1,Poznań Łazarz ul. Kanałowa,
318.0,3,62.7,6,Poznań Stare Miasto Piątkowo,
275.397,3,44.78,4,Poznań Winogrady ul. Hawelańska,
450.6,3,74.11,1,Poznań Grunwald,
254.37,2,41.7,2,Poznań ul. Umultowska, drugie piÄ™tro 
130.0,1,26.0,2,Poznań Wilda ul. Fabryczna, drugie piÄ™tro 
323.849,2,54.7,5,Poznań Grunwald ul. Kamiennogórska,
240.0,2,37.2,5,Poznań Wilda Rynek Wildecki ul. Św. Jerzego,
450.165,4,77.61,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,
240.0,2,37.6,2,Poznań Nowe Miasto Rataje, drugie piÄ™tro 
319.0,3,84.5,3,Poznań Wilda ul. Umińskiego, trzecie
328.0,3,56.0,1,Poznań Górczyn ul. Daleka,
239.0,1,66.02,1,Poznań Antoninek ul. Ziemowita,
215.0,2,38.0,4,Poznań Jeżyce Ogrody ul. Szpitalna,
320.0,4,104.0,1,Poznań Łazarz ul. Łukaszewicza,
417.0,3,55.0,5,Poznań Polanka ul. Katowicka,
387.0,2,49.0,4,Poznań Winogrady ul. Naramowicka 31a,
539.0,3,84.5,6,Poznań Stare Miasto ul. Piątkowska,
281.17900000000003,2,47.02,1,Poznań ul. Karpia 25,
420.0,3,66.81,5,Poznań Grunwald ul. Smardzewska,
175.0,1,33.0,5,Poznań Wilda,
265.0,2,49.0,3,Poznań Piątkowo ul. Os. Batorego, trzecie
317.0,4,65.0,1,Poznań Stare Miasto Winogrady Os. Wichrowe Wzg ul. Os. Wichrowe Wzgórze,
300.0,2,56.0,3,Poznań Poznań-Grunwald ul. Rycerska, trzecie
510.22,4,79.6,2,Poznań Grunwald ul. Kamiennogórska, drugie piÄ™tro 
328.79,2,55.0,1,Poznań Jeżyce,
399.0,3,74.0,4,Poznań Piątkowo ul. Os. Zygmunta Starego,
245.0,2,38.0,4,Poznań Podolany ul. Żegiestowska,
248.09099999999998,2,40.34,5,Poznań Winogrady ul. Hawelańska,
314.029,3,56.48,1,Poznań Nowe Miasto ul. Smolna 13 D,
271.0,2,45.0,4,Poznań Piątkowo ul. Os. Stefana Batorego,
630.0,4,85.0,4,Poznań Stare Miasto,
272.045,2,47.23,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
250.0,1,29.0,2,Poznań Wilda ul. Górna Wilda, drugie piÄ™tro 
199.0,2,43.0,2,Poznań Piotrowo, drugie piÄ™tro 
269.0,2,55.5,10,Poznań Rataje ul. Falista,
271.165,2,44.8,4,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak,
309.0,3,65.0,3,Poznań Winogrady ul. Kosmonautów, trzecie
320.0,3,53.09,1,Poznań Piątkowo ul. Sarmacka,
188.825,2,32.5,1,Poznań Nowe Miasto ul. Smolna 13 D,
279.79400000000004,1,37.81,2,Poznań Grunwald ul. Heweliusza, drugie piÄ™tro 
372.6,3,54.0,3,Poznań Stare Miasto ul. Wodna, trzecie
460.149,2,31.8,4,Poznań Stare Miasto ul. Dominikańska,
321.53,3,56.31,2,Poznań Nowe Miasto ul. Smolna 13 D, drugie piÄ™tro 
300.762,2,48.51,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
597.5930000000001,4,104.42,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,
387.0,3,82.5,1,Poznań Łazarz ul. Małeckiego Po Remoncie!,
195.0,2,35.0,1,Poznań Jeżyce,
284.955,2,47.54,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
172.0,1,30.0,8,Poznań Rataje Śródka Centrum Zawady Wilda Łazarz ul. Bohaterów Ii Wojny Światowej,
239.0,2,44.0,4,Poznań Dębiec ul. Czechosłowacka,
246.326,2,39.73,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
398.0,3,65.7,3,Poznań Stare Miasto ul. Czapla, trzecie
188.217,1,31.58,2,Poznań Nowe Miasto ul. Smolna 13 D, drugie piÄ™tro 
150.0,1,28.0,4,Poznań Dębiec ul. Dębiec,
221.13,1,33.9,1,Poznań Łazarz ul. Kanałowa,
215.0,2,46.18,1,Poznań Grunwald ul. Załęże,
509.579,4,79.5,3,Poznań Grunwald ul. Kamiennogórska, trzecie
199.0,2,39.0,1,Poznań Dębiec ul. Jaworowa Łozowa Klonowa,
317.0,2,60.0,3,Poznań Grunwald Łazarz ul. Głogowska, trzecie
259.0,2,49.0,8,Poznań Piątkowo ul. Os. Bolesława Chrobrego,
295.0,2,51.08,1,Poznań ul. Dolina,
203.43200000000002,2,34.48,1,Poznań ul. Karpia 25,
275.0,3,58.0,5,Poznań Grunwald ul. Marcelińska,
205.0,2,37.0,1,Poznań Sołacz ul. Nad Potokiem,
325.0,2,47.0,3,Poznań Winogrady ul. Winogrady, trzecie
263.002,2,45.66,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
285.0,4,73.0,1,Poznań Grunwald ul. Plewiska,
299.0,2,70.0,1,Poznań Winogrady ul. Wilczak,
277.644,1,40.83,1,Poznań Jeżyce ul. Poznańska 1-3,
390.0,3,65.0,3,Poznań ul. Skórzewo Poznań Plewiska Wysogotowo P, trzecie
269.0,2,47.7,2,Poznań Winogrady ul. Os. Zwycięstwa, drugie piÄ™tro 
289.0,3,55.5,2,Poznań Piątkowo ul. Osiedle Stefana Batorego, drugie piÄ™tro 
369.0,2,66.75,3,Poznań Centrum ul. Górna Wilda, trzecie
300.685,3,49.7,1,Poznań Winogrady ul. Hawelańska,
295.5,2,49.25,4,Poznań Jeżyce Rynek Jeżycki ul. Juliusza Słowackiego,
320.0,3,78.0,1,Poznań Nowe Miasto Rataje Żegrze ul. Osiedle Czecha,
172.0,1,30.0,8,Poznań Rataje Starołęka ul. Os. Boh. Ii Wojny Światowej,
239.0,2,42.7,3,Poznań Grunwald Łazarz ul. Józefa Łukaszewicza, trzecie
170.0,1,30.0,3,Poznań Rataje ul. Os. Bohaterów Ii Wojny Światowej, trzecie
499.0,5,121.0,4,Poznań ul. Wierzbięcice,
423.4,2,58.0,2,Poznań Wilda ul. Kosińskiego, drugie piÄ™tro 
284.04,2,52.0,1,Poznań Łazarz,
339.0,2,73.0,4,Poznań Centrum ul. Bukowska Zwierzyniecka Zeylanda,
175.0,1,31.0,10,Poznań Grunwald,
278.126,2,47.33,2,Poznań Centrum ul. Garbary, drugie piÄ™tro 
285.0,3,53.5,3,Poznań Poznań-Nowe Miasto ul. Os. Czecha, trzecie
399.0,3,64.5,3,Poznań Stare Miasto Piątkowo ul. Mateckiego, trzecie
368.0,4,66.0,1,Poznań Grunwald Górczyn,
285.0,2,50.0,1,Poznań Piątkowo ul. Sobieskiego,
349.0,4,71.0,11,Poznań Piątkowo,
339.0,3,53.44,4,Poznań Naramowice ul. Karpia,
207.0,2,38.0,3,Poznań Jeżyce ul. Janickiego, trzecie
525.408,3,64.0,3,Poznań Grunwald ul. Heweliusza 3, trzecie
315.0,3,63.1,3,Poznań Piątkowo ul. Piątkowo Osiedle Stefana Batorego Moras, trzecie
445.0,3,61.0,3,Poznań Stare Miasto Piątkowo ul. Osiedle Stefana Batorego, trzecie
240.0,3,62.9,4,Poznań Głuszyna ul. Głuszyna,
249.0,2,51.0,3,Poznań Wilda, trzecie
315.0,3,51.0,3,Poznań Winogrady Sołacz Jeżyce ul. Niestachowska Wojska Polskiego, trzecie
369.0,5,104.63,1,Poznań Łazarz ul. Łukaszewicza,
298.0,2,61.0,4,Poznań Wilda,
168.0,2,38.0,3,Poznań Jeżyce Centrum ul. Kassyusza Galla Anonima Poddasza, trzecie
329.0,4,71.7,2,Poznań Nowe Miasto ul. Os. Przemysława, drugie piÄ™tro 
295.0,3,64.0,4,Poznań Jeżyce Centrum ul. Galla Anonima,
350.0,3,51.0,1,Poznań Naramowice Piątkowo Winogrady ul. Rubież,
165.0,1,29.0,1,Poznań Łazarz,
215.0,1,33.0,1,Poznań Centrum Stare Miasto ul. Rybaki Półwiejska Kwiatowa,
160.0,1,21.0,2,Poznań Jeżyce Jeżyce, drugie piÄ™tro 
349.0,3,57.0,1,Poznań Piątkowo ul. Batorego,
245.0,2,54.0,2,Poznań Grunwald Ogrody Jeżyce Centrum ul. Husarska, drugie piÄ™tro 
420.0,4,107.1,2,Poznań Centrum Stare Miasto Garbary Świetna Lo ul. Garbary, drugie piÄ™tro 
204.813,1,32.51,5,Poznań Winogrady ul. Hawelańska,
288.0,3,75.0,4,Poznań Łazarz ul. Grottgera,
312.848,3,48.4,1,Poznań Grunwald ul. Kamiennogórska,
276.0,2,41.11,4,Poznań Wilda Dębiec Centrum ul. Przemysłowa,
310.0,2,51.5,1,Poznań Poznań-Grunwald,
198.0,2,44.0,1,Poznań Jeżyce,
245.0,3,48.0,3,Poznań Grunwald ul. Bułgarska, trzecie
219.0,2,63.6,1,Poznań Wilda ul. Wspólna,
285.0,2,43.0,1,Poznań Stare Miasto ul. Za Goblą,
206.584,1,33.32,3,Poznań Winogrady ul. Hawelańska, trzecie
500.0,3,60.0,3,Poznań Rataje, trzecie
222.077,2,36.11,7,Poznań Winogrady ul. Hawelańska,
310.0,3,80.0,5,Poznań Rataje Śródka Chartowo Warszawskie Wilda ul. Orła Białego,
320.0,2,49.8,2,Poznań Wilda ul. Rolna, drugie piÄ™tro 
370.0,3,67.55,1,Poznań Krzyżowniki ul. Pucka,
180.0,1,27.7,5,Poznań Centrum ul. Centrum Długa Garbary Pl.Bernardyński,
170.0,1,30.0,4,Poznań Grunwald ul. Morawskiego,
1125.275,4,98.0,1,Poznań Grunwald ul. Zbąszyńska,
360.0,3,58.0,1,Poznan Grunwald ul. Grunwaldzka,
164.0,1,31.0,1,Poznań Grunwald ul. Mottego,
166.95,1,31.5,2,Poznań Centrum, drugie piÄ™tro 
177.0,1,35.9,1,Poznań Górczyn ul. Knapowskiego,
276.944,2,48.93,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
265.986,2,42.22,4,Poznań Piątkowo ul. Kurpińskiego,
338.921,4,56.02,6,Poznań Winogrady ul. Hawelańska,
790.0,4,130.0,1,Poznań Poznań-Grunwald ul. Grochowska,
360.0,2,61.0,1,Poznań Łazarz,
225.0,2,39.9,2,Poznań Grunwald ul. Hetmańska, drugie piÄ™tro 
299.0,3,59.1,2,Poznań Stare Miasto ul. Os.Bolesława Śmiałego, drugie piÄ™tro 
244.05700000000002,2,40.34,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
239.0,2,36.5,3,Poznań Wilda, trzecie
600.0,3,69.0,1,Poznań Stare Miasto Chwaliszewo ul. Tylne Chwaliszewo,
230.063,2,38.28,4,Poznań Nowe Miasto ul. Smolna 13 D,
305.0,2,50.7,2,Poznań Jeżyce Grunwald Łazarz ul. Bukowska, drugie piÄ™tro 
229.0,2,42.6,10,Poznań Grunwald ul. Palacza,
345.0,3,70.9,2,Poznań Grunwald ul. Szymborska, drugie piÄ™tro 
394.29,3,60.66,1,Poznań Jeżyce ul. Poznańska 1-3,
380.0,3,74.0,1,Poznań Stare Miasto ul. Os. Bolesława Chrobrego,
871.0,5,128.0,1,Poznań Winogrady ul. Piątkowska,
297.37,2,49.57,4,Poznań ul. Maksymiliana Jackowskiego,
288.44599999999997,3,48.35,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
260.0,3,56.0,10,Poznań Rataje Starołęka Wilda Żegrze ul. Oświecenia,
330.0,3,70.9,2,Poznań Grunwald ul. Łazarz Niski Blok Cegła, drugie piÄ™tro 
270.0,2,52.5,2,Poznań Grunwald Łazarz, drugie piÄ™tro 
335.59,3,59.82,1,Poznań Nowe Miasto ul. Smolna 13 D,
258.5,2,42.27,1,Poznań Grunwald ul. Smardzewska,
238.0,2,38.0,4,Poznań Grunwald Górczyn ul. Arciszewskiego,
995.166,5,142.37,1,Poznań Grunwald ul. Grunwald,
263.0,3,44.4,1,Poznań Grunwald,
650.0,5,159.2,1,Poznań Stare Miasto Centrum ul. Ratajczaka,
1539.0,4,114.0,1,Poznań Grunwald ul. Zbąszyńska,
268.0,2,53.0,4,Poznań Grunwald ul. Pogorzelska,
289.0,3,48.0,1,Poznań Rataje ul. Os. Armii Krajowej Po Remoncie,
310.0,3,79.4,1,Poznań Nowe Miasto Rataje ul. Unii Lubelskiej,
230.0,2,38.0,3,Poznań Grunwald ul. Bułgarska, trzecie
260.85,2,47.0,3,Poznań Rataje ul. Bnińska, trzecie
190.0,1,32.08,4,Poznań Łazarz,
245.0,2,41.6,1,Poznań Centrum ul. Wszystkich Świętych,
350.0,2,53.0,2,Poznań Grunwald, drugie piÄ™tro 
223.162,2,37.76,2,Poznań Nowe Miasto ul. Smolna 13 D, drugie piÄ™tro 
345.0,3,74.0,2,Poznań Stare Miasto Piątkowo ul. Osiedle Bolesława Chrobrego, drugie piÄ™tro 
355.0,3,80.0,11,Poznań Rataje ul. Os. Orła Białego,
311.168,2,48.62,7,Poznań Piątkowo ul. Kurpińskiego,
385.0,3,62.0,4,Poznań Piątkowo Winogrady Morasko ul. Batorego. Blok Z 2007r. Z Windą Garaż,
182.0,2,46.0,3,Poznań Dębiec ul. Azaliowa, trzecie
245.0,2,40.0,3,Poznań Łazarz ul. Łukasiewicza, trzecie
294.0,3,51.0,3,Poznań Winogrady Piątkowo Sołacz Naramowice Cent ul. Powstańców Warszawy - Po Remoncie!!!, trzecie
337.0,3,60.28,4,Poznań Winogrady ul. Hawelańska,
149.0,1,31.21,1,Poznań ul. Sypniewo,
599.99,3,89.1,1,Poznań Naramowice ul. Błażeja,
